"LawaSiteID","CouncilSiteID","Year","NitrogenMed","NitrogenMed_Band","NitrateAnalysisNote","PhosphorusMed","PhosphorusMed_Band","PhosphorusAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","AmmoniacalMax","AmmoniacalMax_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","ClarityMedian","ClarityMedian_Band","ClarityAnalysisNote","ChlAMed","ChlAMed_Band","ChlAMax","ChlAMax_Band","ChlASummaryBand","ChlAAnalysisNote","EcoliPeriod","EcoliMedian","EcoliBand","Ecoli95","Ecoli95_Band","EcoliRecHealth540","EcoliRecHealth540_Band","EcoliRecHealth260","EcoliRecHealth260_Band","EcoliSummaryBand","EcoliAnalysisNote","Agency","Region","SiteID"
"gw-00257","Lake Onoke 1","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2011to2015",NA,NA,"Need 30 values for median, have 10",NA,NA,"Need 30 values for median, have10",NA,NA,NA,NA,NA,"Need 30 values for median, have 10",NA,NA,"Need 30 values for median, have9",NA,NA,NA,NA,NA,"Need 30 values for max, have 10",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2012to2016",NA,NA,"Need 30 values for median, have 19",NA,NA,"Need 30 values for median, have19",NA,NA,NA,NA,NA,"Need 30 values for median, have 19",NA,NA,"Need 30 values for median, have17",NA,NA,NA,NA,NA,"Need 30 values for max, have 19",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2013to2017",500,"C","",29,"C","",0.0125,"A",0.067,"B","B","",NA,NA,"Need 30 values for median, have25",15,"D",24.5,"B","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2014to2018",560,"C","",32,"C","",0.011,"A",0.072,"B","B","",0.52,"D","",15,"D",18.5,"B","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00257","Lake Onoke 1","2015to2019",510,"C","",32,"C","",0.012,"A",0.072,"B","B","",0.47,"D","",15,"D",15,"B","D","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake onoke site 1"
"gw-00258","Lake Wairarapa Site 2","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2005to2009",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2006to2010",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2007to2011",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2008to2012",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2009to2013",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2010to2014",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2011to2015",NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have12",NA,NA,NA,NA,NA,"Need 30 values for median, have 12",NA,NA,"Need 30 values for median, have11",NA,NA,NA,NA,NA,"Need 30 values for max, have 12",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2012to2016",NA,NA,"Need 30 values for median, have 23",NA,NA,"Need 30 values for median, have23",NA,NA,NA,NA,NA,"Need 30 values for median, have 23",NA,NA,"Need 30 values for median, have22",NA,NA,NA,NA,NA,"Need 30 values for max, have 23",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2013to2017",560,"C","",57,"D","",0.005,"A",0.055,"B","B","",0.22,"D","",9.5,"C",17.75,"B","C","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2014to2018",500,"B","",57,"D","",0.005,"A",0.055,"B","B","",0.24,"D","",9.5,"C",19.8,"B","C","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00258","Lake Wairarapa Site 2","2015to2019",470,"B","",57,"D","",0.005,"A",0.055,"B","B","",0.24,"D","",9.5,"C",35.2,"C","C","",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa site 2"
"gw-00262","Lake Wairarapa Alsops Bay","1993to1997",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1994to1998",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1995to1999",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1996to2000",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1997to2001",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1998to2002",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","1999to2003",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","2000to2004",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","2001to2005",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","2002to2006",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","2003to2007",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
"gw-00262","Lake Wairarapa Alsops Bay","2004to2008",NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for median, have 0",NA,NA,"Need 30 values for median, have0",NA,NA,NA,NA,NA,"Need 30 values for max, have 0",NA,NA,NA,0,"ABC",NA,"",NA,"",NA,"n = 0 Insufficient data to calculate annual medians Need 60 values for 5yr have 0","gwrc","wellington","lake wairarapa alsops bay"
