"LawaSiteID","CouncilSiteID","SiteID","Year","NitrateMed","NitrateMed_Band","Nitrate95","Nitrate95_Band","Nitrate_Toxicity_Band","NitrateAnalysisNote","AmmoniacalMed","AmmoniacalMed_Band","Ammoniacal95","Ammoniacal95_Band","Ammonia_Toxicity_Band","AmmoniaAnalysisNote","E_coli_Period","E_coli_Median","E_coli_Median_Band","E_coli95","E_coli95_Band","E_coliRecHealth540","E_coliRecHealth540_Band","E_coliRecHealth260","E_coliRecHealth260_Band","E_coliSummaryband","E_coliAnalysisNote","NZReach","Region","Agency","SWQAltitude","SWQLanduse","Lat","Long","accessDate","Landcover","Altitude","AltitudeCl"
"ecan-00179","SQ21046","ohapi creek south branch guild rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,563.5,NA,2662,NA,54.5454545454545,NA,68.1818181818182,NA,NA," Need 60 values, have only 22",64205,"canterbury","ecan","lowland","Forest",-44.2159607438904,171.325095232981,"23-Jun-2020","Rural",19,"Lowland"
"ecan-00180","SQ20450","pareora river sh1","Overall",0.42,"A",1.988,"B","B","",0.00297973778307509,"A",0.0120622366512399,"A","A","",NA,19.5,NA,2072.8,NA,8.7719298245614,NA,10.5263157894737,NA,NA," Need 60 values, have only 57",66888,"canterbury","ecan","lowland","Rural",-44.4914282600275,171.192857999736,"23-Jun-2020","Rural",14,"Lowland"
"ecan-00181","SQ20175","rangitata river mouth","Overall",0.29,"A",0.838,"A","A","",0.00340136054421769,"A",0.00755153810273328,"A","A","",6,140,"D",1515.05,"DE",18.4615384615385,"C",36.9230769230769,"D","D","",63572,"canterbury","ecan","lowland","Rural",-44.1850131926087,171.508910788281,"23-Jun-2020","Rural",1,"Lowland"
"ecan-00182","SQ20541","petries drain canal road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,147.5,NA,2662,NA,13.6363636363636,NA,36.3636363636364,NA,NA," Need 60 values, have only 22",63922,"canterbury","ecan","lowland","Rural",-44.2081917534209,171.379688390064,"23-Jun-2020","Rural",19,"Lowland"
"ecan-00183","SQ21254","waikakahi stream te maiharoa road","Overall",3.15,"C",6.58,"C","C","",0.00571073931909212,"A",0.0508788159111933,"B","B","",6,249.5,"D",2376.6,"DE",26.5625,"D",51.5625,"DE","D","",23955,"canterbury","ecan","lowland","Rural",-44.9163014487447,171.09499556633,"23-Jun-2020","Rural",22,"Lowland"
"ecan-00184","SQ20785","tekapo river at steel bridge","Overall",0.003,"A",0.05485,"A","A","",0.00309789343246593,"A",0.00809220691062496,"A","A","",6,17,"ABC",215.199999999999,"ABC",0,"A",3.17460317460317,"A","A","",12774,"canterbury","ecan","upland","Rural",-44.3084801868937,170.234077755284,"23-Jun-2020","Forest",379,"Upland"
"ecan-00185","SQ35119","twizel river d/s black stilt reserve","Overall",0.013,"A",0.13095,"A","A","",0.00246305418719212,"A",0.00372358754985086,"A","A","",6,17,"ABC",131.25,"ABC",0,"A",3.17460317460317,"A","A","",13202,"canterbury","ecan","upland","Rural",-44.3306879606976,170.186715283422,"23-Jun-2020","Forest",393,"Upland"
"ecan-00186","SQ35792","quailburn quailburn road","Overall",0.016,"A",0.10225,"A","A","",0.00218627022299956,"A",0.00324241064033301,"A","A","",6,131,"D",545,"BC",4.76190476190476,"A",23.8095238095238,"BC","D","",15335,"canterbury","ecan","upland","Rural",-44.4190472242949,169.900485924474,"23-Jun-2020","Rural",526,"Upland"
"ecan-00187","SQ35876","ahuriri river ben omar","Overall",0.048,"A",0.1346,"A","A","",0.00257731958762887,"A",0.00493096646942801,"A","A","",6,72,"ABC",285.9,"ABC",1.5625,"A",4.6875,"A","A","",16923,"canterbury","ecan","upland","Rural",-44.4883902984972,170.058049786652,"23-Jun-2020","Rural",354,"Upland"
"ecan-00188","SQ35871","otekaieke river special school road","Overall",0.069,"A",0.23,"A","A","",0.00355618776671408,"A",0.00707863417055615,"A","A","",6,26,"ABC",913.449999999999,"BC",9.52380952380952,"B",12.6984126984127,"A","B","",23435,"canterbury","ecan","upland","Rural",-44.8802143417114,170.53204048668,"23-Jun-2020","Rural",275,"Upland"
"ecan-00189","SQ34905","cam river 50m d/s marsh rd","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,1046,NA,2662,NA,76.1904761904762,NA,90.4761904761905,NA,NA," Need 60 values, have only 21",38979,"canterbury","ecan","lowland","Rural",-43.3221510815768,172.630218615612,"23-Jun-2020","Rural",9,"Lowland"
"ecan-00190","SQ35236","purau stream 100m u/s purau ave","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,NA,NA,NA,NA," Need 30 values for overall median, have 17 Need 30 values for overall 95%ile, have 17",NA,214,NA,2073.3,NA,23.8095238095238,NA,52.3809523809524,NA,NA," Need 60 values, have only 21",49826,"canterbury","ecan","lowland","Urban",-43.6398887786581,172.750504758188,"23-Jun-2020","Rural",2,"Lowland"
"ecan-00191","SQ35545","teddington stream off gebbies pass road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 14 Need 30 values for overall 95%ile, have 14",NA,NA,NA,NA,NA," Need 30 values for overall median, have 14 Need 30 values for overall 95%ile, have 14",NA,633,NA,2662,NA,66.6666666666667,NA,77.7777777777778,NA,NA," Need 60 values, have only 18",50899,"canterbury","ecan","lowland","Rural",-43.6738041516159,172.656177282696,"23-Jun-2020","Rural",31,"Lowland"
"ecan-00192","SQ35818","clarence river over jacks pass","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,5.5,NA,64.4,NA,0,NA,0,NA,NA," Need 60 values, have only 22",10805,"canterbury","ecan","upland","Rural",-42.4577108842469,172.841467731169,"23-Jun-2020","Forest",1093,"Upland"
"ecan-00193","SQ35798","hinds river lower beach road","Overall",7.05,"D",9.19,"C","D","",0.00302304532886493,"A",0.00739292964090183,"A","A","",6,76,"ABC",1664.3,"DE",14.0625,"C",21.875,"BC","D","",62422,"canterbury","ecan","lowland","Forest",-44.1049567805405,171.652852136689,"23-Jun-2020","Rural",9,"Lowland"
"ecan-00194","SQ26242","parakanoi drain lower beach road","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 25 Need 30 values for overall 95%ile, have 25",NA,NA,NA,NA,NA," Need 30 values for overall median, have 25 Need 30 values for overall 95%ile, have 25",NA,261,NA,2480.5,NA,37.1428571428571,NA,51.4285714285714,NA,NA," Need 60 values, have only 35",62020,"canterbury","ecan","lowland","Rural",-44.0857748989782,171.697862008791,"23-Jun-2020","Rural",20,"Lowland"
"ecan-00195","SQ35800","clarence river above river mouth","Overall",0.023,"A",0.14765,"A","A","",0.00843170320404721,"A",0.020316474637139,"A","A","",NA,15,NA,388.999999999999,NA,1.92307692307692,NA,5.76923076923077,NA,NA," Need 60 values, have only 52",3417,"canterbury","ecan","lowland","Rural",-42.1697064366688,173.925876618539,"23-Jun-2020","Rural",7,"Lowland"
"ecan-00240","CH1","Hurunui at Mandamus (NRWQN) (CH1)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.0017879397948423,"A",0.0042165727023415,"A","A","",6,23.8,"ABC",90.0899999999999,"ABC",0,"A",1.40845070422535,"A","A","",13020391,"canterbury","niwa","Upland","Forest",-42.7904052734375,172.541549682617,"2019-07-11","Forest",340,"Upland"
"ecan-00262","TK2","Opihi at Rockwood (NRWQN) (TK2)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00355011993307936,"A",0.0117790781853282,"A","A","",5,83.7,"ABC",1732.9,"DE",13.3333333333333,"C",16.6666666666667,"A","D","",13063543,"canterbury","niwa","Upland","Rural",-44.1682624816895,170.941696166992,"2019-07-11","Rural",186,"Upland"
"ecan-10005","HEATH11","heathcote river at catherine street","Overall",1.5,"B",1.81,"B","B","",NA,NA,NA,NA,NA,"n = 0 No pH data available for NH4 adjustment, so NH4 cannot be judged against NOF standards. ",6,425,"DE",4489.99999999997,"DE",43.3333333333333,"E",66.6666666666667,"DE","E","",46901,"canterbury","ecan","lowland","Urban",-43.5532364348419,172.683104461899,"23-Jun-2020","Urban",2.64374089241,"Lowland"
"ecan-10026","SQ20203","orari river gorge","Overall",0.0445,"A",0.189,"A","A","",0.0865070316480704,"B",0.15,"B","B","",6,29,"ABC",411,"ABC",1.61290322580645,"A",11.2903225806452,"A","A","",59254,"canterbury","ecan","upland","Rural",-43.9271448534264,171.191418354195,"23-Jun-2020","Forest",283,"Upland"
"ecan-10028","CH4","Waimakariri above old HW Br. (NRWQN) (CH4)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",0.00165562913907285,"A",0.00564602835557722,"A","A","",5,80.7,"ABC",326.25,"ABC",0,"A",15,"A","A","",13042296,"canterbury","niwa","Lowland","Rural",-43.4172859191895,172.641754150391,"2019-07-11","Rural",6,"Lowland"
"ecan-10029","SQ20606","pareora river pareora huts","Overall",0.375,"A",1.27,"A","A","",0.00660612424538569,"A",0.0254411764705882,"A","A","",6,29.5,"ABC",2662,"DE",15,"C",18.3333333333333,"A","D","",66248,"canterbury","ecan","lowland","Rural",-44.4116398447393,171.057029185073,"23-Jun-2020","Rural",99,"Lowland"
"ecan-10086","SQ33476","lyell creek above mouth","Overall",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,NA,NA,NA,NA," Need 30 values for overall median, have 18 Need 30 values for overall 95%ile, have 18",NA,488,NA,2565.2,NA,40.9090909090909,NA,72.7272727272727,NA,NA," Need 60 values, have only 22",9368,"canterbury","ecan","lowland","Urban",-42.4039557526444,173.68424533371,"23-Jun-2020","Rural",1,"Lowland"
"es-00001","DN9","Waiau at Tuatapere (NRWQN) (DN9)","Overall",0.265,"A",0.52,"A","A","",0.00326530612244898,"A",0.00996055226824457,"A","A","",5,60,"ABC",2171.52,"DE",12.7118644067797,"C",17.7966101694915,"A","D","",15052505,"southland","niwa","lowland","Rural",-46.1302833557129,167.685806274414,"2019-07-11","Forest",22,"Lowland"
"es-00002","Mararoa River at Weir Road","mararoa river at weir road","Overall",0.375,"A",0.62,"A","A","",0.00306748466257669,"A",0.00554493776340292,"A","A","",6,40,"ABC",2515,"DE",8.45070422535211,"B",15.4929577464789,"A","D","",15029370,"southland","es","upland","Rural",-45.6061614579925,167.702255644554,"23-Jun-2020","Rural",227,"Upland"
"es-00003","Mararoa River at South Mavora Lake","mararoa river at south mavora lake","Overall",0.001,"A",0.0075,"A","A","",0.00239234449760766,"A",0.00279329608938547,"A","A","",6,5,"ABC",10,"ABC",0,"A",0,"A","A","",15016464,"southland","es","upland","Forest",-45.3158287755195,168.179275975,"23-Jun-2020","Forest",617,"Upland"
"es-00004","Aparima River at Dunrobin","aparima river at dunrobin","Overall",0.0235,"A",0.0995,"A","A","",0.00279329608938547,"A",0.00340136054421769,"A","A","",6,60,"ABC",697.499999999999,"BC",7.04225352112676,"B",15.4929577464789,"A","B","",15034889,"southland","es","upland","Forest",-45.737409990996,168.1203806593,"23-Jun-2020","Forest",311.5,"Upland"
"es-00006","Cascade Stream at Pourakino Valley Road","cascade stream at pourakino valley road","Overall",0.0195,"A",0.036,"A","A","",0.0021551724137931,"A",0.00279329608938547,"A","A","",6,110,"ABC",587.499999999999,"BC",5.63380281690141,"B",21.1267605633803,"BC","B","",15056487,"southland","es","lowland","Forest",-46.249498924569,167.935858078261,"23-Jun-2020","Forest",34,"Lowland"
"es-00008","Otautau Stream at Otautau-Tuatapere Road","otautau stream at otautau-tuatapere road","Overall",0.86,"A",2.95,"B","B","",0.0186602870813397,"A",0.0684856771858031,"B","B","",6,800,"DE",12000,"DE",59.1549295774648,"E",87.3239436619718,"DE","E","",15051985,"southland","es","lowland","Rural",-46.1266337620799,167.977089360567,"23-Jun-2020","Rural",68,"Lowland"
"es-00009","Oreti River at Three Kings","oreti river at three kings","Overall",0.028,"A",0.0655,"A","A","",0.00226244343891403,"A",0.00257731958762887,"A","A","",5,10,"ABC",150,"ABC",0,"A",3.33333333333333,"A","A","",15021776,"southland","es","upland","Rural",-45.4471272879787,168.136247769802,"23-Jun-2020","Forest",486,"Upland"
"es-00010","DN8","Oreti at Riverton HW Br. (NRWQN) (DN8)","Overall",NA,NA,NA,NA,NA,"n = 0 Insufficient  to calculate annual medians ",NA,NA,NA,NA,NA," Need 30 values for overall median, have 13 Need 30 values for overall 95%ile, have 13",NA,68.1,NA,2384.37,NA,16,NA,24,NA,NA," Need 60 values, have only 25",15057908,"southland","niwa","Lowland","Rural",-46.3262634277344,168.265930175781,"2019-07-11","Rural",9,"Lowland"
"es-00011","DN7","Oreti at Lumsden (NRWQN) (DN7)","Overall",0.62,"A",1.245,"A","A","",0.00239234449760766,"A",0.00365774772125844,"A","A","",5,50,"ABC",696.085,"BC",9.52380952380952,"B",14.2857142857143,"A","B","",15033324,"southland","niwa","upland","Rural",-45.7162437438965,168.428131103516,"2019-07-11","Rural",213,"Upland"
"es-00012","Cromel Stream at Selbie Road","cromel stream at selbie road","Overall",0.0075,"A",0.0215,"A","A","",0.00226244343891403,"A",0.00497737556561086,"A","A","",5,17.5,"ABC",175,"ABC",0,"A",1.66666666666667,"A","A","",15027427,"southland","es","upland","Forest",-45.5813773655988,168.37384442081,"23-Jun-2020","Forest",323,"Upland"
"es-00013","Irthing Stream at Ellis Road","irthing stream at ellis road","Overall",1.535,"B",3.15,"B","B","",0.00239234449760766,"A",0.00596359690228383,"A","A","",5,85,"ABC",3050,"DE",11.6666666666667,"C",16.6666666666667,"A","D","",15031719,"southland","es","upland","Rural",-45.6796047663668,168.425875807601,"23-Jun-2020","Rural",218,"Upland"
"es-00014","Winton Stream at Lochiel","winton stream at lochiel","Overall",1.62,"B",3.8,"C","C","",0.0713095931727045,"B",0.304047619047619,"B","B","",5,800,"DE",9500,"DE",73.3333333333333,"E",91.6666666666667,"DE","E","",15054215,"southland","es","lowland","Rural",-46.1994833846124,168.303033200888,"23-Jun-2020","Rural",34,"Lowland"
"es-00015","Makarewa River at Wallacetown","makarewa river at wallacetown","Overall",1.14,"B",2.2,"B","B","",0.0252577319587629,"A",0.0653707353635178,"B","B","",5,345,"DE",24500,"DE",33.3333333333333,"E",58.3333333333333,"DE","E","",15058243,"southland","es","lowland","Rural",-46.3297954257162,168.299116272918,"23-Jun-2020","Rural",10.5,"Lowland"
"es-00016","Dunsdale Stream at Dunsdale Reserve","dunsdale stream at dunsdale reserve","Overall",0.2,"A",0.36,"A","A","",0.00340136054421769,"A",0.00509224091155724,"A","A","",6,130,"ABC",584.5,"BC",5.79710144927536,"B",24.6376811594203,"BC","B","",15051163,"southland","es","lowland","Forest",-46.1347057505432,168.601870071154,"23-Jun-2020","Forest",161,"Upland"
"es-00017","Waikiwi Stream at North Road","waikiwi stream at north road","Overall",2.7,"C",4.765,"C","C","",0.0111731843575419,"A",0.0416533864541832,"A","A","",6,410,"DE",6550,"DE",43.6619718309859,"E",71.830985915493,"DE","E","",15058921,"southland","es","lowland","Rural",-46.3629448040163,168.34671453597,"23-Jun-2020","Rural",9.75,"Lowland"
"es-00018","Waihopai River u/s Queens Drive","waihopai river u/s queens drive","Overall",2.2,"B",4.95,"C","C","",0.00820482235664991,"A",0.0551459321086694,"B","B","",5,340,"DE",3800,"DE",33.3333333333333,"E",58.3333333333333,"DE","E","",15059564,"southland","es","lowland","Rural",-46.3847497460943,168.366722870716,"23-Jun-2020","Rural",9,"Lowland"
"es-00019","Otepuni Creek at Nith Street","otepuni creek at nith street","Overall",1.225,"B",2.85,"B","B","",0.0221289176359548,"A",0.0743467059256533,"B","B","",5,1700,"DE",9000,"DE",76.6666666666667,"E",86.6666666666667,"DE","E","",15060150,"southland","es","lowland","Urban",-46.414114105061,168.350410301998,"23-Jun-2020","Urban",9,"Lowland"
"es-00021","Mataura River at Mataura Island Bridge","mataura river at mataura island bridge","Overall",0.895,"A",1.545,"B","B","",0.00729063691568987,"A",0.0218548958044756,"A","A","",5,215,"D",7500,"DE",23.3333333333333,"D",46.6666666666667,"D","D","",15059279,"southland","es","lowland","Rural",-46.3890685346813,168.777560827914,"23-Jun-2020","Rural",18,"Lowland"
"es-00022","Mataura River 200m d/s Mataura Bridge","mataura river 200m d/s mataura bridge","Overall",0.9,"A",1.5655,"B","B","",0.0200956937799043,"A",0.0682237721492957,"B","B","",6,1100,"DE",18650,"DE",76.056338028169,"E",87.3239436619718,"DE","E","",15053378,"southland","es","lowland","Rural",-46.1985696291369,168.863521606528,"23-Jun-2020","Rural",54,"Lowland"
"es-00024","DN6","Mataura at Parawa (NRWQN) (DN6)","Overall",0.355,"A",0.52,"A","A","",0.00257731958762887,"A",0.00718690288246462,"A","A","",5,130,"ABC",1600,"DE",14.5161290322581,"C",27.4193548387097,"BC","D","",15025929,"southland","niwa","upland","Rural",-45.5582504272461,168.561233520508,"2019-07-11","Rural",429.333333333333,"Upland"
"es-00025","Waikaia River at Waipounamu Bridge Road","waikaia river at waipounamu bridge road","Overall",0.545,"A",0.99,"A","A","",0.00226244343891403,"A",0.00268530783850717,"A","A","",5,130,"ABC",4050,"DE",18.3333333333333,"C",30,"BC","D","",15038774,"southland","es","lowland","Rural",-45.8519215328535,168.792988864516,"23-Jun-2020","Rural",126,"Lowland"
"es-00026","Waikaia River u/s Piano Flat","waikaia river u/s piano flat","Overall",0.012,"A",0.02775,"A","A","",0.00226244343891403,"A",0.00257731958762887,"A","A","",6,14,"ABC",85.5,"ABC",0,"A",0,"A","A","",15024871,"southland","es","upland","Rural",-45.5496419462252,169.02887492495,"23-Jun-2020","Forest",432,"Upland"
"es-00027","Waikaka Stream at Gore","waikaka stream at gore","Overall",0.76,"A",2.2,"B","B","",0.0188477285058945,"A",0.0458629605688429,"A","A","",5,225,"D",20000,"DE",30,"D",46.6666666666667,"D","D","",15049464,"southland","es","lowland","Rural",-46.1074572965357,168.954301132957,"23-Jun-2020","Rural",124,"Lowland"
"es-00028","Mokoreta River at Wyndham River Road","mokoreta river at wyndham river road","Overall",1.045,"B",1.845,"B","B","",0.00279329608938547,"A",0.0149089922557096,"A","A","",6,250,"D",3155,"DE",25.3521126760563,"D",49.2957746478873,"D","D","",15058499,"southland","es","lowland","Rural",-46.3585169685426,168.843464801531,"23-Jun-2020","Rural",44,"Lowland"
"es-00029","Mimihau Stream Tributary at Venlaw Forest","mimihau stream tributary at venlaw forest","Overall",0.148,"A",0.224,"A","A","",0.00279329608938547,"A",0.00558659217877095,"A","A","",6,37,"ABC",336,"ABC",4.41176470588235,"A",7.35294117647059,"A","A","",15056983,"southland","es","upland","Forest",-46.3096253091344,169.082228480021,"23-Jun-2020","Forest",351,"Upland"
"es-00030","Otamita Stream at Mandeville","otamita stream at mandeville","Overall",0.82,"A",1.815,"B","B","",0.00306748466257669,"A",0.0119047619047619,"A","A","",5,250,"D",4100,"DE",21.6666666666667,"D",48.3333333333333,"D","D","",15045155,"southland","es","lowland","Rural",-45.9980415193623,168.824180709994,"23-Jun-2020","Rural",93.5,"Lowland"
"es-00033","Waikopikopiko Stream at Haldane CurioBay","waikopikopiko stream at haldane curiobay","Overall",0.136,"A",0.25,"A","A","",0.00239234449760766,"A",0.00627341909427471,"A","A","",6,160,"D",1840,"DE",14.2857142857143,"C",31.4285714285714,"C","D","",15062800,"southland","es","lowland","Forest",-46.629711242192,169.023215881862,"23-Jun-2020","Forest",18,"Lowland"
"es-00034","Waikawa River at Progress Valley","waikawa river at progress valley","Overall",0.585,"A",1.1,"A","A","",0.00616540920347866,"A",0.0232758620689655,"A","A","",6,540,"DE",11100,"DE",47.887323943662,"E",77.4647887323944,"DE","E","",15062197,"southland","es","lowland","Rural",-46.5742168489349,169.146731113072,"23-Jun-2020","Rural",16,"Lowland"
"es-00035","Waimatuku Stream at Lorneville Riverton Hwy","waimatuku stream at lorneville riverton hwy","Overall",3.4,"C",6.55,"C","C","",0.00684931506849315,"A",0.0255650684931507,"A","A","",6,370,"DE",2200,"DE",33.8028169014084,"E",69.0140845070423,"DE","E","",15057733,"southland","es","lowland","Rural",-46.2995424429551,168.172389275987,"23-Jun-2020","Rural",19,"Lowland"
