"LawaID","Parameter","Altitude","Landuse","Median","StateScore"
"ecan-00145","TURB","All","All",0.65,1
"ecan-00145","NH4","All","All",0.005,1
"ecan-00145","PH","All","All",7.395,1
"ecan-00145","TON","All","All",0.012,1
"ecan-00145","TN","All","All",0.034,1
"ecan-00145","DRP","All","All",0.002,1
"ecan-00145","TP","All","All",0.002,1
"ecan-00145","ECOLI","All","All",1,1
"ecan-00145","BDISC","Upland","All",5.935,1
"ecan-00145","TURB","Upland","All",0.65,1
"ecan-00145","NH4","Upland","All",0.005,1
"ecan-00145","PH","Upland","All",7.395,1
"ecan-00145","TON","Upland","All",0.012,1
"ecan-00145","TN","Upland","All",0.034,1
"ecan-00145","DRP","Upland","All",0.002,1
"ecan-00145","TP","Upland","All",0.002,1
"ecan-00145","ECOLI","Upland","All",1,1
"ecan-00145","BDISC","All","Rural",5.935,1
"ecan-00145","TURB","All","Rural",0.65,1
"ecan-00145","NH4","All","Rural",0.005,1
"ecan-00145","PH","All","Rural",7.395,1
"ecan-00145","TON","All","Rural",0.012,1
"ecan-00145","TN","All","Rural",0.034,1
"ecan-00145","DRP","All","Rural",0.002,1
"ecan-00145","TP","All","Rural",0.002,1
"ecan-00145","ECOLI","All","Rural",1,1
"ecan-00145","BDISC","Upland","Rural",5.935,1
"ecan-00145","TURB","Upland","Rural",0.65,1
"ecan-00145","NH4","Upland","Rural",0.005,1
"ecan-00145","PH","Upland","Rural",7.395,1
"ecan-00145","TON","Upland","Rural",0.012,1
"ecan-00145","TN","Upland","Rural",0.034,1
"ecan-00145","DRP","Upland","Rural",0.002,1
"ecan-00145","TP","Upland","Rural",0.002,1
"ecan-00145","ECOLI","Upland","Rural",1,1
"ecan-00146","BDISC","All","All",3.95,1
"ecan-00146","TURB","All","All",0.9,1
"ecan-00146","NH4","All","All",0.005,1
"ecan-00146","PH","All","All",7.255,2
"ecan-00146","TON","All","All",0.0755,1
"ecan-00146","TN","All","All",0.131,1
"ecan-00146","DRP","All","All",0.0037,1
"ecan-00146","TP","All","All",0.007,1
"ecan-00146","ECOLI","All","All",39.5,1
"ecan-00146","BDISC","Upland","All",3.95,1
"ecan-00146","TURB","Upland","All",0.9,1
"ecan-00146","NH4","Upland","All",0.005,1
"ecan-00146","PH","Upland","All",7.255,2
"ecan-00146","TON","Upland","All",0.0755,2
"ecan-00146","TN","Upland","All",0.131,2
"ecan-00146","DRP","Upland","All",0.0037,2
"ecan-00146","TP","Upland","All",0.007,1
"ecan-00146","ECOLI","Upland","All",39.5,2
"ecan-00146","BDISC","All","Rural",3.95,1
"ecan-00146","TURB","All","Rural",0.9,1
"ecan-00146","NH4","All","Rural",0.005,1
"ecan-00146","PH","All","Rural",7.255,2
"ecan-00146","TON","All","Rural",0.0755,1
"ecan-00146","TN","All","Rural",0.131,1
"ecan-00146","DRP","All","Rural",0.0037,1
"ecan-00146","TP","All","Rural",0.007,1
"ecan-00146","ECOLI","All","Rural",39.5,1
"ecan-00146","BDISC","Upland","Rural",3.95,1
"ecan-00146","TURB","Upland","Rural",0.9,1
"ecan-00146","NH4","Upland","Rural",0.005,1
"ecan-00146","PH","Upland","Rural",7.255,2
"ecan-00146","TON","Upland","Rural",0.0755,2
"ecan-00146","TN","Upland","Rural",0.131,1
"ecan-00146","DRP","Upland","Rural",0.0037,2
"ecan-00146","TP","Upland","Rural",0.007,1
"ecan-00146","ECOLI","Upland","Rural",39.5,2
"ecan-00148","BDISC","All","All",1.91,2
"ecan-00148","TURB","All","All",2.25,2
"ecan-00148","NH4","All","All",0.005,1
"ecan-00148","PH","All","All",7.18,2
"ecan-00148","TON","All","All",1.575,4
"ecan-00148","TN","All","All",1.73,4
"ecan-00148","DRP","All","All",0.0078,2
"ecan-00148","TP","All","All",0.0145,2
"ecan-00148","ECOLI","All","All",133,3
"ecan-00148","BDISC","Lowland","All",1.91,2
"ecan-00148","TURB","Lowland","All",2.25,2
"ecan-00148","NH4","Lowland","All",0.005,1
"ecan-00148","PH","Lowland","All",7.18,2
"ecan-00148","TON","Lowland","All",1.575,4
"ecan-00148","TN","Lowland","All",1.73,4
"ecan-00148","DRP","Lowland","All",0.0078,2
"ecan-00148","TP","Lowland","All",0.0145,2
"ecan-00148","ECOLI","Lowland","All",133,2
"ecan-00148","BDISC","All","Urban",1.91,2
"ecan-00148","TURB","All","Urban",2.25,2
"ecan-00148","NH4","All","Urban",0.005,1
"ecan-00148","PH","All","Urban",7.18,2
"ecan-00148","TON","All","Urban",1.575,4
"ecan-00148","TN","All","Urban",1.73,4
"ecan-00148","DRP","All","Urban",0.0078,1
"ecan-00148","TP","All","Urban",0.0145,1
"ecan-00148","ECOLI","All","Urban",133,1
"ecan-00148","BDISC","Lowland","Urban",1.91,2
"ecan-00148","TURB","Lowland","Urban",2.25,2
"ecan-00148","NH4","Lowland","Urban",0.005,1
"ecan-00148","PH","Lowland","Urban",7.18,2
"ecan-00148","TON","Lowland","Urban",1.575,4
"ecan-00148","TN","Lowland","Urban",1.73,4
"ecan-00148","DRP","Lowland","Urban",0.0078,1
"ecan-00148","TP","Lowland","Urban",0.0145,1
"ecan-00148","ECOLI","Lowland","Urban",133,1
"ecan-00149","BDISC","All","All",1.805,2
"ecan-00149","TURB","All","All",1.7,2
"ecan-00149","NH4","All","All",0.15,4
"ecan-00149","PH","All","All",7.68,1
"ecan-00149","TON","All","All",0.34,3
"ecan-00149","TN","All","All",0.465,2
"ecan-00149","DRP","All","All",0.043,4
"ecan-00149","TP","All","All",0.052,4
"ecan-00149","ECOLI","All","All",141,3
"ecan-00149","BDISC","Lowland","All",1.805,2
"ecan-00149","TURB","Lowland","All",1.7,2
"ecan-00149","NH4","Lowland","All",0.15,4
"ecan-00149","PH","Lowland","All",7.68,1
"ecan-00149","TON","Lowland","All",0.34,2
"ecan-00149","TN","Lowland","All",0.465,2
"ecan-00149","DRP","Lowland","All",0.043,4
"ecan-00149","TP","Lowland","All",0.052,4
"ecan-00149","ECOLI","Lowland","All",141,2
"ecan-00149","BDISC","All","Urban",1.805,2
"ecan-00149","TURB","All","Urban",1.7,2
"ecan-00149","NH4","All","Urban",0.15,4
"ecan-00149","PH","All","Urban",7.68,1
"ecan-00149","TON","All","Urban",0.34,1
"ecan-00149","TN","All","Urban",0.465,1
"ecan-00149","DRP","All","Urban",0.043,4
"ecan-00149","TP","All","Urban",0.052,3
"ecan-00149","ECOLI","All","Urban",141,1
"ecan-00149","BDISC","Lowland","Urban",1.805,2
"ecan-00149","TURB","Lowland","Urban",1.7,2
"ecan-00149","NH4","Lowland","Urban",0.15,4
"ecan-00149","PH","Lowland","Urban",7.68,1
"ecan-00149","TON","Lowland","Urban",0.34,1
"ecan-00149","TN","Lowland","Urban",0.465,1
"ecan-00149","DRP","Lowland","Urban",0.043,4
"ecan-00149","TP","Lowland","Urban",0.052,3
"ecan-00149","ECOLI","Lowland","Urban",141,1
"ecan-00151","BDISC","All","All",1.09,4
"ecan-00151","TURB","All","All",4.8,4
"ecan-00151","NH4","All","All",0.017,4
"ecan-00151","PH","All","All",7.13,2
"ecan-00151","TON","All","All",0.78,3
"ecan-00151","TN","All","All",1.11,4
"ecan-00151","DRP","All","All",0.024,4
"ecan-00151","TP","All","All",0.064,4
"ecan-00151","ECOLI","All","All",579,4
"ecan-00151","BDISC","Upland","All",1.09,4
"ecan-00151","TURB","Upland","All",4.8,4
"ecan-00151","NH4","Upland","All",0.017,4
"ecan-00151","PH","Upland","All",7.13,2
"ecan-00151","TON","Upland","All",0.78,4
"ecan-00151","TN","Upland","All",1.11,4
"ecan-00151","DRP","Upland","All",0.024,4
"ecan-00151","TP","Upland","All",0.064,4
"ecan-00151","ECOLI","Upland","All",579,4
"ecan-00151","BDISC","All","Rural",1.09,3
"ecan-00151","TURB","All","Rural",4.8,3
"ecan-00151","NH4","All","Rural",0.017,4
"ecan-00151","PH","All","Rural",7.13,2
"ecan-00151","TON","All","Rural",0.78,3
"ecan-00151","TN","All","Rural",1.11,3
"ecan-00151","DRP","All","Rural",0.024,4
"ecan-00151","TP","All","Rural",0.064,4
"ecan-00151","ECOLI","All","Rural",579,4
"ecan-00151","BDISC","Upland","Rural",1.09,4
"ecan-00151","TURB","Upland","Rural",4.8,4
"ecan-00151","NH4","Upland","Rural",0.017,4
"ecan-00151","PH","Upland","Rural",7.13,2
"ecan-00151","TON","Upland","Rural",0.78,4
"ecan-00151","TN","Upland","Rural",1.11,4
"ecan-00151","DRP","Upland","Rural",0.024,4
"ecan-00151","TP","Upland","Rural",0.064,4
"ecan-00151","ECOLI","Upland","Rural",579,4
"ecan-00152","BDISC","All","All",1.48,3
"ecan-00152","TURB","All","All",2.9,3
"ecan-00152","NH4","All","All",0.005,1
"ecan-00152","PH","All","All",7.71,1
"ecan-00152","TON","All","All",0.174,2
"ecan-00152","TN","All","All",0.33,2
"ecan-00152","DRP","All","All",0.03,4
"ecan-00152","TP","All","All",0.0455,4
"ecan-00152","ECOLI","All","All",322,4
"ecan-00152","BDISC","Lowland","All",1.48,3
"ecan-00152","TURB","Lowland","All",2.9,3
"ecan-00152","NH4","Lowland","All",0.005,1
"ecan-00152","PH","Lowland","All",7.71,1
"ecan-00152","TON","Lowland","All",0.174,2
"ecan-00152","TN","Lowland","All",0.33,2
"ecan-00152","DRP","Lowland","All",0.03,4
"ecan-00152","TP","Lowland","All",0.0455,3
"ecan-00152","ECOLI","Lowland","All",322,3
"ecan-00152","BDISC","All","Rural",1.48,3
"ecan-00152","TURB","All","Rural",2.9,3
"ecan-00152","NH4","All","Rural",0.005,1
"ecan-00152","PH","All","Rural",7.71,1
"ecan-00152","TON","All","Rural",0.174,2
"ecan-00152","TN","All","Rural",0.33,2
"ecan-00152","DRP","All","Rural",0.03,4
"ecan-00152","TP","All","Rural",0.0455,3
"ecan-00152","ECOLI","All","Rural",322,4
"ecan-00152","BDISC","Lowland","Rural",1.48,3
"ecan-00152","TURB","Lowland","Rural",2.9,2
"ecan-00152","NH4","Lowland","Rural",0.005,1
"ecan-00152","PH","Lowland","Rural",7.71,1
"ecan-00152","TON","Lowland","Rural",0.174,2
"ecan-00152","TN","Lowland","Rural",0.33,1
"ecan-00152","DRP","Lowland","Rural",0.03,4
"ecan-00152","TP","Lowland","Rural",0.0455,3
"ecan-00152","ECOLI","Lowland","Rural",322,3
"ecan-00153","BDISC","All","All",0.37,4
"ecan-00153","TURB","All","All",8,4
"ecan-00153","NH4","All","All",0.005,1
"ecan-00153","PH","All","All",8.05,2
"ecan-00153","TON","All","All",0.2,2
"ecan-00153","TN","All","All",0.255,2
"ecan-00153","DRP","All","All",0.0035,1
"ecan-00153","TP","All","All",0.012,1
"ecan-00153","ECOLI","All","All",30,1
"ecan-00153","BDISC","Upland","All",0.37,4
"ecan-00153","TURB","Upland","All",8,4
"ecan-00153","NH4","Upland","All",0.005,1
"ecan-00153","PH","Upland","All",8.05,2
"ecan-00153","TON","Upland","All",0.2,3
"ecan-00153","TN","Upland","All",0.255,2
"ecan-00153","DRP","Upland","All",0.0035,2
"ecan-00153","TP","Upland","All",0.012,2
"ecan-00153","ECOLI","Upland","All",30,2
"ecan-00153","BDISC","All","Rural",0.37,4
"ecan-00153","TURB","All","Rural",8,4
"ecan-00153","NH4","All","Rural",0.005,1
"ecan-00153","PH","All","Rural",8.05,2
"ecan-00153","TON","All","Rural",0.2,2
"ecan-00153","TN","All","Rural",0.255,1
"ecan-00153","DRP","All","Rural",0.0035,1
"ecan-00153","TP","All","Rural",0.012,1
"ecan-00153","ECOLI","All","Rural",30,1
"ecan-00153","BDISC","Upland","Rural",0.37,4
"ecan-00153","TURB","Upland","Rural",8,4
"ecan-00153","NH4","Upland","Rural",0.005,1
"ecan-00153","PH","Upland","Rural",8.05,2
"ecan-00153","TON","Upland","Rural",0.2,2
"ecan-00153","TN","Upland","Rural",0.255,2
"ecan-00153","DRP","Upland","Rural",0.0035,2
"ecan-00153","TP","Upland","Rural",0.012,2
"ecan-00153","ECOLI","Upland","Rural",30,1
"ecan-00154","BDISC","All","All",1.65,3
"ecan-00154","TURB","All","All",0.4,1
"ecan-00154","NH4","All","All",0.005,1
"ecan-00154","PH","All","All",7.845,2
"ecan-00154","TON","All","All",0.159,2
"ecan-00154","TN","All","All",0.188,1
"ecan-00154","DRP","All","All",0.0131,3
"ecan-00154","TP","All","All",0.014,2
"ecan-00154","ECOLI","All","All",12,1
"ecan-00154","BDISC","Lowland","All",1.65,2
"ecan-00154","TURB","Lowland","All",0.4,1
"ecan-00154","NH4","Lowland","All",0.005,1
"ecan-00154","PH","Lowland","All",7.845,2
"ecan-00154","TON","Lowland","All",0.159,2
"ecan-00154","TN","Lowland","All",0.188,1
"ecan-00154","DRP","Lowland","All",0.0131,3
"ecan-00154","TP","Lowland","All",0.014,2
"ecan-00154","ECOLI","Lowland","All",12,1
"ecan-00154","BDISC","All","Forest",1.65,3
"ecan-00154","TURB","All","Forest",0.4,1
"ecan-00154","NH4","All","Forest",0.005,3
"ecan-00154","PH","All","Forest",7.845,2
"ecan-00154","TON","All","Forest",0.159,3
"ecan-00154","TN","All","Forest",0.188,2
"ecan-00154","DRP","All","Forest",0.0131,3
"ecan-00154","TP","All","Forest",0.014,2
"ecan-00154","ECOLI","All","Forest",12,1
"ecan-00154","BDISC","Lowland","Forest",1.65,3
"ecan-00154","TURB","Lowland","Forest",0.4,1
"ecan-00154","NH4","Lowland","Forest",0.005,3
"ecan-00154","PH","Lowland","Forest",7.845,2
"ecan-00154","TON","Lowland","Forest",0.159,3
"ecan-00154","TN","Lowland","Forest",0.188,2
"ecan-00154","DRP","Lowland","Forest",0.0131,3
"ecan-00154","TP","Lowland","Forest",0.014,2
"ecan-00154","ECOLI","Lowland","Forest",12,1
"ecan-00155","BDISC","All","All",1.525,3
"ecan-00155","TURB","All","All",2.35,2
"ecan-00155","NH4","All","All",0.005,1
"ecan-00155","PH","All","All",7.72,1
"ecan-00155","TON","All","All",0.198,2
"ecan-00155","TN","All","All",0.365,2
"ecan-00155","DRP","All","All",0.0245,4
"ecan-00155","TP","All","All",0.039,3
"ecan-00155","ECOLI","All","All",411,4
"ecan-00155","BDISC","Lowland","All",1.525,3
"ecan-00155","TURB","Lowland","All",2.35,2
"ecan-00155","NH4","Lowland","All",0.005,1
"ecan-00155","PH","Lowland","All",7.72,1
"ecan-00155","TON","Lowland","All",0.198,2
"ecan-00155","TN","Lowland","All",0.365,2
"ecan-00155","DRP","Lowland","All",0.0245,4
"ecan-00155","TP","Lowland","All",0.039,3
"ecan-00155","ECOLI","Lowland","All",411,4
"ecan-00155","BDISC","All","Urban",1.525,3
"ecan-00155","TURB","All","Urban",2.35,2
"ecan-00155","NH4","All","Urban",0.005,1
"ecan-00155","PH","All","Urban",7.72,2
"ecan-00155","TON","All","Urban",0.198,1
"ecan-00155","TN","All","Urban",0.365,1
"ecan-00155","DRP","All","Urban",0.0245,3
"ecan-00155","TP","All","Urban",0.039,3
"ecan-00155","ECOLI","All","Urban",411,3
"ecan-00155","BDISC","Lowland","Urban",1.525,3
"ecan-00155","TURB","Lowland","Urban",2.35,2
"ecan-00155","NH4","Lowland","Urban",0.005,1
"ecan-00155","PH","Lowland","Urban",7.72,2
"ecan-00155","TON","Lowland","Urban",0.198,1
"ecan-00155","TN","Lowland","Urban",0.365,1
"ecan-00155","DRP","Lowland","Urban",0.0245,3
"ecan-00155","TP","Lowland","Urban",0.039,3
"ecan-00155","ECOLI","Lowland","Urban",411,3
"ecan-00156","BDISC","All","All",1.175,3
"ecan-00156","TURB","All","All",4.1,3
"ecan-00156","NH4","All","All",0.15,4
"ecan-00156","PH","All","All",7.51,1
"ecan-00156","TON","All","All",0.27,2
"ecan-00156","TN","All","All",0.41,2
"ecan-00156","DRP","All","All",0.03,4
"ecan-00156","TP","All","All",0.047,4
"ecan-00156","ECOLI","All","All",248,3
"ecan-00156","BDISC","Lowland","All",1.175,3
"ecan-00156","TURB","Lowland","All",4.1,3
"ecan-00156","NH4","Lowland","All",0.15,4
"ecan-00156","PH","Lowland","All",7.51,1
"ecan-00156","TON","Lowland","All",0.27,2
"ecan-00156","TN","Lowland","All",0.41,2
"ecan-00156","DRP","Lowland","All",0.03,4
"ecan-00156","TP","Lowland","All",0.047,3
"ecan-00156","ECOLI","Lowland","All",248,3
"ecan-00156","BDISC","All","Rural",1.175,3
"ecan-00156","TURB","All","Rural",4.1,3
"ecan-00156","NH4","All","Rural",0.15,4
"ecan-00156","PH","All","Rural",7.51,1
"ecan-00156","TON","All","Rural",0.27,2
"ecan-00156","TN","All","Rural",0.41,2
"ecan-00156","DRP","All","Rural",0.03,4
"ecan-00156","TP","All","Rural",0.047,4
"ecan-00156","ECOLI","All","Rural",248,3
"ecan-00156","BDISC","Lowland","Rural",1.175,3
"ecan-00156","TURB","Lowland","Rural",4.1,3
"ecan-00156","NH4","Lowland","Rural",0.15,4
"ecan-00156","PH","Lowland","Rural",7.51,1
"ecan-00156","TON","Lowland","Rural",0.27,2
"ecan-00156","TN","Lowland","Rural",0.41,2
"ecan-00156","DRP","Lowland","Rural",0.03,4
"ecan-00156","TP","Lowland","Rural",0.047,3
"ecan-00156","ECOLI","Lowland","Rural",248,3
"ecan-00157","BDISC","All","All",1.77,2
"ecan-00157","TURB","All","All",2.6,3
"ecan-00157","NH4","All","All",0.005,1
"ecan-00157","PH","All","All",7.585,1
"ecan-00157","TON","All","All",0.315,2
"ecan-00157","TN","All","All",0.49,2
"ecan-00157","DRP","All","All",0.032,4
"ecan-00157","TP","All","All",0.0455,4
"ecan-00157","ECOLI","All","All",530,4
"ecan-00157","BDISC","Lowland","All",1.77,2
"ecan-00157","TURB","Lowland","All",2.6,2
"ecan-00157","NH4","Lowland","All",0.005,1
"ecan-00157","PH","Lowland","All",7.585,1
"ecan-00157","TON","Lowland","All",0.315,2
"ecan-00157","TN","Lowland","All",0.49,2
"ecan-00157","DRP","Lowland","All",0.032,4
"ecan-00157","TP","Lowland","All",0.0455,3
"ecan-00157","ECOLI","Lowland","All",530,4
"ecan-00157","BDISC","All","Rural",1.77,2
"ecan-00157","TURB","All","Rural",2.6,2
"ecan-00157","NH4","All","Rural",0.005,1
"ecan-00157","PH","All","Rural",7.585,1
"ecan-00157","TON","All","Rural",0.315,2
"ecan-00157","TN","All","Rural",0.49,2
"ecan-00157","DRP","All","Rural",0.032,4
"ecan-00157","TP","All","Rural",0.0455,3
"ecan-00157","ECOLI","All","Rural",530,4
"ecan-00157","BDISC","Lowland","Rural",1.77,2
"ecan-00157","TURB","Lowland","Rural",2.6,2
"ecan-00157","NH4","Lowland","Rural",0.005,1
"ecan-00157","PH","Lowland","Rural",7.585,1
"ecan-00157","TON","Lowland","Rural",0.315,2
"ecan-00157","TN","Lowland","Rural",0.49,2
"ecan-00157","DRP","Lowland","Rural",0.032,4
"ecan-00157","TP","Lowland","Rural",0.0455,3
"ecan-00157","ECOLI","Lowland","Rural",530,4
"ecan-00160","BDISC","All","All",3.05,1
"ecan-00160","TURB","All","All",1,1
"ecan-00160","NH4","All","All",0.005,1
"ecan-00160","PH","All","All",8,2
"ecan-00160","TON","All","All",0.118,2
"ecan-00160","TN","All","All",0.184,1
"ecan-00160","DRP","All","All",0.0052,2
"ecan-00160","TP","All","All",0.007,1
"ecan-00160","ECOLI","All","All",30,1
"ecan-00160","BDISC","Lowland","All",3.05,1
"ecan-00160","TURB","Lowland","All",1,1
"ecan-00160","NH4","Lowland","All",0.005,1
"ecan-00160","PH","Lowland","All",8,2
"ecan-00160","TON","Lowland","All",0.118,1
"ecan-00160","TN","Lowland","All",0.184,1
"ecan-00160","DRP","Lowland","All",0.0052,1
"ecan-00160","TP","Lowland","All",0.007,1
"ecan-00160","ECOLI","Lowland","All",30,1
"ecan-00160","BDISC","All","Rural",3.05,1
"ecan-00160","TURB","All","Rural",1,1
"ecan-00160","NH4","All","Rural",0.005,1
"ecan-00160","PH","All","Rural",8,2
"ecan-00160","TON","All","Rural",0.118,2
"ecan-00160","TN","All","Rural",0.184,1
"ecan-00160","DRP","All","Rural",0.0052,1
"ecan-00160","TP","All","Rural",0.007,1
"ecan-00160","ECOLI","All","Rural",30,1
"ecan-00160","BDISC","Lowland","Rural",3.05,1
"ecan-00160","TURB","Lowland","Rural",1,1
"ecan-00160","NH4","Lowland","Rural",0.005,1
"ecan-00160","PH","Lowland","Rural",8,2
"ecan-00160","TON","Lowland","Rural",0.118,1
"ecan-00160","TN","Lowland","Rural",0.184,1
"ecan-00160","DRP","Lowland","Rural",0.0052,1
"ecan-00160","TP","Lowland","Rural",0.007,1
"ecan-00160","ECOLI","Lowland","Rural",30,1
"ecan-00161","BDISC","All","All",2.17,2
"ecan-00161","TURB","All","All",1.45,2
"ecan-00161","NH4","All","All",0.005,1
"ecan-00161","PH","All","All",8.325,2
"ecan-00161","TON","All","All",0.23,2
"ecan-00161","TN","All","All",0.445,2
"ecan-00161","DRP","All","All",0.0173,3
"ecan-00161","TP","All","All",0.023,2
"ecan-00161","ECOLI","All","All",43,1
"ecan-00161","BDISC","Lowland","All",2.17,2
"ecan-00161","TURB","Lowland","All",1.45,2
"ecan-00161","NH4","Lowland","All",0.005,1
"ecan-00161","PH","Lowland","All",8.325,2
"ecan-00161","TON","Lowland","All",0.23,2
"ecan-00161","TN","Lowland","All",0.445,2
"ecan-00161","DRP","Lowland","All",0.0173,3
"ecan-00161","TP","Lowland","All",0.023,2
"ecan-00161","ECOLI","Lowland","All",43,1
"ecan-00161","BDISC","All","Forest",2.17,3
"ecan-00161","TURB","All","Forest",1.45,2
"ecan-00161","NH4","All","Forest",0.005,3
"ecan-00161","PH","All","Forest",8.325,2
"ecan-00161","TON","All","Forest",0.23,3
"ecan-00161","TN","All","Forest",0.445,3
"ecan-00161","DRP","All","Forest",0.0173,4
"ecan-00161","TP","All","Forest",0.023,3
"ecan-00161","ECOLI","All","Forest",43,3
"ecan-00161","BDISC","Lowland","Forest",2.17,2
"ecan-00161","TURB","Lowland","Forest",1.45,2
"ecan-00161","NH4","Lowland","Forest",0.005,3
"ecan-00161","PH","Lowland","Forest",8.325,2
"ecan-00161","TON","Lowland","Forest",0.23,3
"ecan-00161","TN","Lowland","Forest",0.445,3
"ecan-00161","DRP","Lowland","Forest",0.0173,4
"ecan-00161","TP","Lowland","Forest",0.023,3
"ecan-00161","ECOLI","Lowland","Forest",43,2
"ecan-00162","BDISC","All","All",0.23,4
"ecan-00162","TURB","All","All",24,4
"ecan-00162","NH4","All","All",0.05,4
"ecan-00162","PH","All","All",8.24,2
"ecan-00162","TON","All","All",0.091,2
"ecan-00162","TN","All","All",0.1215,1
"ecan-00162","DRP","All","All",0.00305,1
"ecan-00162","TP","All","All",0.0135,2
"ecan-00162","ECOLI","All","All",7.5,1
"ecan-00162","BDISC","Lowland","All",0.23,4
"ecan-00162","TURB","Lowland","All",24,4
"ecan-00162","NH4","Lowland","All",0.05,4
"ecan-00162","PH","Lowland","All",8.24,2
"ecan-00162","TON","Lowland","All",0.091,1
