"LAWAID","Parameter","NOFDate","NOFValue"
"ecan-00328","TP","2012-02-01",6
"ecan-00329","TP","2012-02-01",12
"ecan-00330","TP","2012-02-01",5
"ecan-00332","TP","2012-02-01",9
"ecan-00333","TP","2012-02-01",11
"ecan-00334","TP","2012-02-01",290
"ecan-00335","TP","2012-02-01",6
"ecan-00336","TP","2012-02-01",2.5
"ecan-00337","TP","2012-02-01",11
"ecan-00338","TP","2012-02-01",5
"ecan-00339","TP","2012-02-01",6
"ecan-00340","TP","2012-02-01",8
"ecan-00341","TP","2012-02-01",10
"ecan-00342","TP","2012-02-01",23
"ecan-00343","TP","2012-02-01",9
"ecan-00344","TP","2012-02-01",16
"ecan-00345","TP","2012-02-01",5
"ecan-00346","TP","2012-02-01",5
"ecan-00347","TP","2012-02-01",280
"ecan-00348","TP","2012-02-01",4
"ecan-00349","TP","2012-02-01",5
"ecan-00355","TP","2012-02-01",7
"ecan-00357","TP","2012-02-01",22
"ecan-00358","TP","2012-02-01",9
"ecan-00359","TP","2012-02-01",27
"ecan-00367","TP","2012-02-01",8
"ecan-00368","TP","2012-02-01",2.5
"ecan-00369","TP","2012-02-01",220
"ecan-00370","TP","2012-02-01",300
"ecan-00371","TP","2012-02-01",240
"ecan-00372","TP","2012-02-01",250
"es-000142","TP","2012-02-01",24
"es-000157","TP","2012-02-01",22
"es-000158","TP","2012-02-01",21
"es-000159","TP","2012-02-01",27.5
"ew-00142","TP","2012-02-01",73
"ew-00146","TP","2012-02-01",74
"ew-00147","TP","2012-02-01",125
"ew-00151","TP","2012-02-01",144
"hbrc-00170","TP","2012-02-01",6.75
"hbrc-00171","TP","2012-02-01",39
"hbrc-00176","TP","2012-02-01",10
"lawa-100211","TP","2012-02-01",5
"lawa-100213","TP","2012-02-01",9
"lawa-100263","TP","2012-02-01",5
"lawa-100264","TP","2012-02-01",5
"lawa-100266","TP","2012-02-01",5
"nrc-00071","TP","2012-02-01",15
"nrc-00072","TP","2012-02-01",13
"nrc-00073","TP","2012-02-01",6
"nrc-00074","TP","2012-02-01",8
"nrc-00076","TP","2012-02-01",15
"nrc-00077","TP","2012-02-01",77
"nrc-00078","TP","2012-02-01",72
"nrc-00079","TP","2012-02-01",18
"nrc-00080","TP","2012-02-01",8
"nrc-00081","TP","2012-02-01",11
"nrc-00082","TP","2012-02-01",6
"nrc-00083","TP","2012-02-01",9
"nrc-00084","TP","2012-02-01",7
"nrc-00085","TP","2012-02-01",16
"nrc-00086","TP","2012-02-01",28
"nrc-00088","TP","2012-02-01",1
"nrc-00089","TP","2012-02-01",12
"nrc-00091","TP","2012-02-01",17
"nrc-00092","TP","2012-02-01",8
"nrc-00093","TP","2012-02-01",40
"nrc-00094","TP","2012-02-01",63
"nrc-00096","TP","2012-02-01",30
"orc-00027","TP","2012-02-01",25
"orc-00028","TP","2012-02-01",25
"orc-00031","TP","2012-02-01",16
"orc-00033","TP","2012-02-01",30
"orc-00036","TP","2012-02-01",39
"orc-00037","TP","2012-02-01",12
"orc-00038","TP","2012-02-01",25
"trc-00051","TP","2012-02-01",19
"trc-00051","TP","2012-02-01",16
"trc-00053","TP","2012-02-01",43
"trc-00053","TP","2012-02-01",34
"wcrc-00064","TP","2012-02-01",5
"wcrc-00065","TP","2012-02-01",6
"arc-00099","TP","2013-02-01",10
"ebop-00087","TP","2013-02-01",22
"ebop-00088","TP","2013-02-01",23
"ebop-00089","TP","2013-02-01",11
"ebop-00090","TP","2013-02-01",12
"ebop-00091","TP","2013-02-01",26
"ebop-00092","TP","2013-02-01",13
"ebop-00094","TP","2013-02-01",14
"ebop-00095","TP","2013-02-01",7
"ebop-00096","TP","2013-02-01",43
"ebop-00097","TP","2013-02-01",18
"ebop-00098","TP","2013-02-01",22
"ebop-00100","TP","2013-02-01",5
"ecan-00325","TP","2013-02-01",410
"ecan-00326","TP","2013-02-01",2.5
"ecan-00327","TP","2013-02-01",14
"ecan-00328","TP","2013-02-01",3.25
"ecan-00329","TP","2013-02-01",4.75
"ecan-00330","TP","2013-02-01",6.5
"ecan-00332","TP","2013-02-01",5
"ecan-00333","TP","2013-02-01",28
"ecan-00334","TP","2013-02-01",87
"ecan-00335","TP","2013-02-01",5.25
"ecan-00336","TP","2013-02-01",2.5
"ecan-00337","TP","2013-02-01",42
"ecan-00338","TP","2013-02-01",3.25
"ecan-00339","TP","2013-02-01",8.25
"ecan-00340","TP","2013-02-01",4.75
"ecan-00341","TP","2013-02-01",7.5
"ecan-00342","TP","2013-02-01",20.5
"ecan-00343","TP","2013-02-01",8
"ecan-00344","TP","2013-02-01",20.5
"ecan-00345","TP","2013-02-01",5.5
"ecan-00346","TP","2013-02-01",13.5
"ecan-00347","TP","2013-02-01",98
"ecan-00348","TP","2013-02-01",26
"ecan-00349","TP","2013-02-01",7.5
"ecan-00351","TP","2013-02-01",163.5
"ecan-00354","TP","2013-02-01",7.75
"ecan-00355","TP","2013-02-01",7
"ecan-00357","TP","2013-02-01",33
"ecan-00358","TP","2013-02-01",14
"ecan-00359","TP","2013-02-01",6
"ecan-00367","TP","2013-02-01",9
"ecan-00368","TP","2013-02-01",2.5
"ecan-00369","TP","2013-02-01",84
"ecan-00370","TP","2013-02-01",76
"ecan-00371","TP","2013-02-01",22
"ecan-00372","TP","2013-02-01",123
"es-000142","TP","2013-02-01",11
"ew-00142","TP","2013-02-01",62
"ew-00146","TP","2013-02-01",210
"ew-00147","TP","2013-02-01",200
"ew-00151","TP","2013-02-01",133
"gw-00257","TP","2013-02-01",21
"gw-00258","TP","2013-02-01",60
"hbrc-00170","TP","2013-02-01",33
"hbrc-00171","TP","2013-02-01",24
"hbrc-00176","TP","2013-02-01",19
"nrc-00071","TP","2013-02-01",16
"nrc-00072","TP","2013-02-01",80
"nrc-00079","TP","2013-02-01",23
"nrc-00080","TP","2013-02-01",12
"nrc-00081","TP","2013-02-01",16
"nrc-00082","TP","2013-02-01",9
"nrc-00083","TP","2013-02-01",13
"nrc-00085","TP","2013-02-01",15
"nrc-00088","TP","2013-02-01",2
"nrc-00089","TP","2013-02-01",13
"nrc-00092","TP","2013-02-01",13
"nrc-00093","TP","2013-02-01",22
"nrc-00096","TP","2013-02-01",27
"orc-00027","TP","2013-02-01",8
"orc-00028","TP","2013-02-01",8
"orc-00031","TP","2013-02-01",20
"orc-00033","TP","2013-02-01",34
"orc-00035","TP","2013-02-01",96
"orc-00036","TP","2013-02-01",36
"orc-00037","TP","2013-02-01",2.5
"orc-00038","TP","2013-02-01",10
"trc-00051","TP","2013-02-01",27
"trc-00051","TP","2013-02-01",12
"trc-00053","TP","2013-02-01",29
"trc-00053","TP","2013-02-01",22
"wcrc-00064","TP","2013-02-01",5
"wcrc-00065","TP","2013-02-01",6
"ebop-00087","TP","2014-02-01",7
"ebop-00088","TP","2014-02-01",9
"ebop-00089","TP","2014-02-01",9
"ebop-00090","TP","2014-02-01",9
"ebop-00091","TP","2014-02-01",30
"ebop-00092","TP","2014-02-01",12
"ebop-00094","TP","2014-02-01",12
"ebop-00095","TP","2014-02-01",4
"ebop-00096","TP","2014-02-01",45
"ebop-00097","TP","2014-02-01",19
"ebop-00098","TP","2014-02-01",23
"ebop-00100","TP","2014-02-01",3
"ecan-00325","TP","2014-02-01",230
"ecan-00326","TP","2014-02-01",2.5
"ecan-00327","TP","2014-02-01",5
"ecan-00328","TP","2014-02-01",2.5
"ecan-00329","TP","2014-02-01",2.5
"ecan-00330","TP","2014-02-01",14
"ecan-00332","TP","2014-02-01",8
"ecan-00333","TP","2014-02-01",12
"ecan-00334","TP","2014-02-01",230
"ecan-00335","TP","2014-02-01",7
"ecan-00336","TP","2014-02-01",2.5
"ecan-00337","TP","2014-02-01",28
"ecan-00338","TP","2014-02-01",5
"ecan-00339","TP","2014-02-01",2.5
"ecan-00340","TP","2014-02-01",11
"ecan-00341","TP","2014-02-01",8
"ecan-00342","TP","2014-02-01",20
"ecan-00343","TP","2014-02-01",7
"ecan-00344","TP","2014-02-01",7
"ecan-00345","TP","2014-02-01",2.5
"ecan-00346","TP","2014-02-01",2.5
"ecan-00347","TP","2014-02-01",59
"ecan-00348","TP","2014-02-01",27
"ecan-00349","TP","2014-02-01",2.5
"ecan-00351","TP","2014-02-01",36
"ecan-00354","TP","2014-02-01",2.5
"ecan-00355","TP","2014-02-01",2.5
"ecan-00357","TP","2014-02-01",21
"ecan-00358","TP","2014-02-01",9
"ecan-00359","TP","2014-02-01",18
"ecan-00367","TP","2014-02-01",2.5
"ecan-00368","TP","2014-02-01",2.5
"ecan-00369","TP","2014-02-01",210
"ecan-00370","TP","2014-02-01",220
"ecan-00371","TP","2014-02-01",210
"ecan-00372","TP","2014-02-01",174
"es-000142","TP","2014-02-01",37
"es-000157","TP","2014-02-01",65
"es-000158","TP","2014-02-01",12
"es-000159","TP","2014-02-01",89
"ew-00142","TP","2014-02-01",105
"ew-00144","TP","2014-02-01",6
"ew-00146","TP","2014-02-01",210
"ew-00147","TP","2014-02-01",131
"ew-00151","TP","2014-02-01",200
"gw-00257","TP","2014-02-01",13
"gw-00258","TP","2014-02-01",64
"gw-00262","TP","2014-02-01",61
"gw-00263","TP","2014-02-01",66
"hbrc-00170","TP","2014-02-01",12
"hbrc-00171","TP","2014-02-01",19
"hbrc-00176","TP","2014-02-01",6
"hrc-00331","TP","2014-02-01",154
"hrc-00332","TP","2014-02-01",654
"hrc-00333","TP","2014-02-01",450
"hrc-00335","TP","2014-02-01",59
"hrc-00337","TP","2014-02-01",27
"nrc-00071","TP","2014-02-01",16
"nrc-00072","TP","2014-02-01",33
"nrc-00079","TP","2014-02-01",14
"nrc-00080","TP","2014-02-01",12
"nrc-00081","TP","2014-02-01",16
"nrc-00082","TP","2014-02-01",7
"nrc-00083","TP","2014-02-01",13
"nrc-00085","TP","2014-02-01",9
"nrc-00088","TP","2014-02-01",2
"nrc-00089","TP","2014-02-01",10
"nrc-00092","TP","2014-02-01",10
"nrc-00093","TP","2014-02-01",17
"nrc-00095","TP","2014-02-01",44
"nrc-00096","TP","2014-02-01",25
"orc-00027","TP","2014-02-01",25
"orc-00028","TP","2014-02-01",5
"orc-00031","TP","2014-02-01",89
"orc-00033","TP","2014-02-01",73
"orc-00034","TP","2014-02-01",28
"orc-00035","TP","2014-02-01",174
"orc-00036","TP","2014-02-01",99
"orc-00037","TP","2014-02-01",2.5
"orc-00038","TP","2014-02-01",25
"trc-00051","TP","2014-02-01",29
"trc-00051","TP","2014-02-01",17
"trc-00053","TP","2014-02-01",22
"trc-00053","TP","2014-02-01",34
"wcrc-00064","TP","2014-02-01",4
"arc-00098","TP","2015-02-01",13
"arc-00099","TP","2015-02-01",8
"arc-00100","TP","2015-02-01",8
"arc-10002","TP","2015-02-01",31
"ebop-00087","TP","2015-02-01",9
"ebop-00088","TP","2015-02-01",14
"ebop-00090","TP","2015-02-01",9
"ebop-00091","TP","2015-02-01",60
"ebop-00092","TP","2015-02-01",13
"ebop-00094","TP","2015-02-01",16
"ebop-00095","TP","2015-02-01",8
"ebop-00096","TP","2015-02-01",54
"ebop-00097","TP","2015-02-01",25
"ebop-00098","TP","2015-02-01",25
"ebop-00100","TP","2015-02-01",4
"ecan-00325","TP","2015-02-01",960
"ecan-00326","TP","2015-02-01",2.5
"ecan-00327","TP","2015-02-01",2.5
"ecan-00328","TP","2015-02-01",20
"ecan-00329","TP","2015-02-01",5
"ecan-00330","TP","2015-02-01",20
"ecan-00332","TP","2015-02-01",8
"ecan-00333","TP","2015-02-01",12
"ecan-00334","TP","2015-02-01",260
"ecan-00335","TP","2015-02-01",6
"ecan-00336","TP","2015-02-01",2.5
"ecan-00337","TP","2015-02-01",18
"ecan-00338","TP","2015-02-01",6
"ecan-00339","TP","2015-02-01",2.5
"ecan-00340","TP","2015-02-01",6
"ecan-00341","TP","2015-02-01",7
"ecan-00342","TP","2015-02-01",13
"ecan-00343","TP","2015-02-01",10
"ecan-00344","TP","2015-02-01",11
"ecan-00345","TP","2015-02-01",2.5
"ecan-00346","TP","2015-02-01",2.5
"ecan-00347","TP","2015-02-01",50
"ecan-00348","TP","2015-02-01",14
"ecan-00349","TP","2015-02-01",2.5
"ecan-00351","TP","2015-02-01",86
"ecan-00354","TP","2015-02-01",2.5
"ecan-00355","TP","2015-02-01",6
"ecan-00357","TP","2015-02-01",24
"ecan-00358","TP","2015-02-01",9
"ecan-00359","TP","2015-02-01",13
"ecan-00367","TP","2015-02-01",2.5
"ecan-00368","TP","2015-02-01",2.5
"ecan-00369","TP","2015-02-01",240
"ecan-00370","TP","2015-02-01",240
"ecan-00371","TP","2015-02-01",240
"ecan-00372","TP","2015-02-01",192
"es-000142","TP","2015-02-01",25
"es-000157","TP","2015-02-01",25
"es-000158","TP","2015-02-01",26
"es-000159","TP","2015-02-01",32
"ew-00142","TP","2015-02-01",136
"ew-00144","TP","2015-02-01",22
"ew-00146","TP","2015-02-01",137
"ew-00147","TP","2015-02-01",172
"ew-00150","TP","2015-02-01",22
"ew-00151","TP","2015-02-01",194
"gw-00257","TP","2015-02-01",13
"gw-00258","TP","2015-02-01",23
"gw-00262","TP","2015-02-01",14
"gw-00263","TP","2015-02-01",28
"hbrc-00172","TP","2015-02-01",2
"hbrc-00173","TP","2015-02-01",2
"hrc-00331","TP","2015-02-01",54
"hrc-00333","TP","2015-02-01",790
"hrc-00335","TP","2015-02-01",39
"hrc-00337","TP","2015-02-01",37
"lawa-102689","TP","2015-02-01",26
"nrc-00071","TP","2015-02-01",23
"nrc-00072","TP","2015-02-01",75
"nrc-00073","TP","2015-02-01",13
"nrc-00074","TP","2015-02-01",10
"nrc-00075","TP","2015-02-01",7
"nrc-00076","TP","2015-02-01",26
"nrc-00077","TP","2015-02-01",26
"nrc-00078","TP","2015-02-01",77
"nrc-00079","TP","2015-02-01",13
"nrc-00080","TP","2015-02-01",12
"nrc-00081","TP","2015-02-01",10
"nrc-00082","TP","2015-02-01",16
"nrc-00083","TP","2015-02-01",17
"nrc-00084","TP","2015-02-01",9
"nrc-00085","TP","2015-02-01",10
"nrc-00087","TP","2015-02-01",2
"nrc-00088","TP","2015-02-01",4
"nrc-00089","TP","2015-02-01",13
"nrc-00090","TP","2015-02-01",3
"nrc-00091","TP","2015-02-01",16
"nrc-00092","TP","2015-02-01",21
"nrc-00093","TP","2015-02-01",16
"nrc-00094","TP","2015-02-01",55
"nrc-00095","TP","2015-02-01",35
"nrc-00096","TP","2015-02-01",35
"orc-00027","TP","2015-02-01",4
"orc-00028","TP","2015-02-01",25
"orc-00031","TP","2015-02-01",20
"orc-00033","TP","2015-02-01",37
"orc-00034","TP","2015-02-01",16
"orc-00035","TP","2015-02-01",78
"orc-00036","TP","2015-02-01",23
"orc-00037","TP","2015-02-01",2.5
"orc-00038","TP","2015-02-01",25
"trc-00051","TP","2015-02-01",23
"trc-00051","TP","2015-02-01",24
"trc-00053","TP","2015-02-01",27
"trc-00053","TP","2015-02-01",22
"wcrc-00064","TP","2015-02-01",3
"arc-00098","TP","2016-02-01",13.5
"arc-00099","TP","2016-02-01",8.5
"arc-00100","TP","2016-02-01",9.5
"arc-10002","TP","2016-02-01",20
"ebop-00087","TP","2016-02-01",9
"ebop-00088","TP","2016-02-01",19
"ebop-00089","TP","2016-02-01",12
"ebop-00090","TP","2016-02-01",8
"ebop-00091","TP","2016-02-01",35
"ebop-00092","TP","2016-02-01",15
"ebop-00094","TP","2016-02-01",17
"ebop-00095","TP","2016-02-01",6
"ebop-00096","TP","2016-02-01",56
"ebop-00097","TP","2016-02-01",22
"ebop-00098","TP","2016-02-01",28
"ebop-00100","TP","2016-02-01",5
"ecan-00325","TP","2016-02-01",250
"ecan-00326","TP","2016-02-01",2.5
"ecan-00327","TP","2016-02-01",5
"ecan-00328","TP","2016-02-01",4
"ecan-00329","TP","2016-02-01",4
"ecan-00330","TP","2016-02-01",17
"ecan-00332","TP","2016-02-01",11
"ecan-00333","TP","2016-02-01",9
"ecan-00334","TP","2016-02-01",240
"ecan-00335","TP","2016-02-01",5
"ecan-00336","TP","2016-02-01",2.5
"ecan-00337","TP","2016-02-01",11
"ecan-00338","TP","2016-02-01",5
"ecan-00339","TP","2016-02-01",2.5
"ecan-00340","TP","2016-02-01",2.5
"ecan-00341","TP","2016-02-01",6
"ecan-00342","TP","2016-02-01",29
"ecan-00343","TP","2016-02-01",5
"ecan-00344","TP","2016-02-01",13
"ecan-00345","TP","2016-02-01",4
"ecan-00346","TP","2016-02-01",2.5
"ecan-00347","TP","2016-02-01",82
"ecan-00348","TP","2016-02-01",14
"ecan-00349","TP","2016-02-01",2.5
"ecan-00351","TP","2016-02-01",179
"ecan-00354","TP","2016-02-01",2.5
"ecan-00355","TP","2016-02-01",2.5
"ecan-00357","TP","2016-02-01",20
"ecan-00358","TP","2016-02-01",5
"ecan-00359","TP","2016-02-01",19
"ecan-00367","TP","2016-02-01",2.5
"ecan-00368","TP","2016-02-01",2.5
"ecan-00369","TP","2016-02-01",240
"ecan-00370","TP","2016-02-01",210
"ecan-00371","TP","2016-02-01",189
"ecan-00372","TP","2016-02-01",260
"es-000142","TP","2016-02-01",26
"es-000157","TP","2016-02-01",18
"es-000158","TP","2016-02-01",34
"es-000159","TP","2016-02-01",38
"ew-00142","TP","2016-02-01",93
"ew-00144","TP","2016-02-01",8
"gw-00257","TP","2016-02-01",23
"gw-00258","TP","2016-02-01",57
"gw-00263","TP","2016-02-01",26
"hbrc-00170","TP","2016-02-01",11
"hbrc-00171","TP","2016-02-01",20
"hbrc-00176","TP","2016-02-01",44
"hrc-00331","TP","2016-02-01",75
"hrc-00333","TP","2016-02-01",1330
"hrc-00335","TP","2016-02-01",75
"hrc-00337","TP","2016-02-01",86
"lawa-100207","TP","2016-02-01",21
"lawa-100208","TP","2016-02-01",28
"lawa-100209","TP","2016-02-01",28
"lawa-100210","TP","2016-02-01",25
"lawa-101983","TP","2016-02-01",10
"lawa-102689","TP","2016-02-01",19
"nrc-00071","TP","2016-02-01",13
"nrc-00072","TP","2016-02-01",36
"nrc-00073","TP","2016-02-01",9
"nrc-00074","TP","2016-02-01",10
"nrc-00076","TP","2016-02-01",13
"nrc-00078","TP","2016-02-01",16
"nrc-00080","TP","2016-02-01",12
"nrc-00081","TP","2016-02-01",18
"nrc-00083","TP","2016-02-01",16
"nrc-00084","TP","2016-02-01",5
"nrc-00085","TP","2016-02-01",7
"nrc-00086","TP","2016-02-01",63
"nrc-00094","TP","2016-02-01",41
"nrc-00095","TP","2016-02-01",49
"orc-00027","TP","2016-02-01",11
"orc-00028","TP","2016-02-01",5
"orc-00031","TP","2016-02-01",19
"orc-00033","TP","2016-02-01",27
"orc-00034","TP","2016-02-01",17
"orc-00035","TP","2016-02-01",87
"orc-00036","TP","2016-02-01",19
"orc-00037","TP","2016-02-01",2.5
"orc-00038","TP","2016-02-01",23
"trc-00051","TP","2016-02-01",22
"trc-00051","TP","2016-02-01",28
"trc-00053","TP","2016-02-01",13
"trc-00053","TP","2016-02-01",8
"wcrc-00064","TP","2016-02-01",3
"arc-00098","TP","2017-02-01",18
"arc-00099","TP","2017-02-01",19.5
"arc-00100","TP","2017-02-01",8.5
"arc-10002","TP","2017-02-01",21.5
"ebop-00087","TP","2017-02-01",10
"ebop-00088","TP","2017-02-01",28
"ebop-00089","TP","2017-02-01",11
"ebop-00090","TP","2017-02-01",10
"ebop-00091","TP","2017-02-01",41
"ebop-00092","TP","2017-02-01",20
"ebop-00094","TP","2017-02-01",24
"ebop-00095","TP","2017-02-01",6
"ebop-00096","TP","2017-02-01",64
"ebop-00097","TP","2017-02-01",12
"ebop-00098","TP","2017-02-01",14
"ebop-00100","TP","2017-02-01",3
"ecan-00325","TP","2017-02-01",280
"ecan-00326","TP","2017-02-01",4.4
"ecan-00327","TP","2017-02-01",4.4
"ecan-00328","TP","2017-02-01",6.6
"ecan-00329","TP","2017-02-01",4.4
"ecan-00330","TP","2017-02-01",12.1
"ecan-00332","TP","2017-02-01",11
"ecan-00333","TP","2017-02-01",9.9
"ecan-00334","TP","2017-02-01",440
"ecan-00335","TP","2017-02-01",4.4
"ecan-00336","TP","2017-02-01",4.4
"ecan-00337","TP","2017-02-01",9.9
"ecan-00338","TP","2017-02-01",4.4
"ecan-00339","TP","2017-02-01",7.7
"ecan-00340","TP","2017-02-01",5.5
"ecan-00341","TP","2017-02-01",4.4
"ecan-00342","TP","2017-02-01",20.9
"ecan-00343","TP","2017-02-01",4.4
"ecan-00344","TP","2017-02-01",13.2
"ecan-00345","TP","2017-02-01",4.4
"ecan-00346","TP","2017-02-01",4.4
"ecan-00347","TP","2017-02-01",34
"ecan-00348","TP","2017-02-01",28
"ecan-00349","TP","2017-02-01",6
"ecan-00351","TP","2017-02-01",106.7
"ecan-00354","TP","2017-02-01",4.4
"ecan-00355","TP","2017-02-01",4.4
"ecan-00357","TP","2017-02-01",17.6
"ecan-00358","TP","2017-02-01",4.4
"ecan-00359","TP","2017-02-01",14.3
"ecan-00367","TP","2017-02-01",5
"ecan-00368","TP","2017-02-01",2.5
"ecan-00369","TP","2017-02-01",240
"ecan-00370","TP","2017-02-01",460
"ecan-00371","TP","2017-02-01",380
"ecan-00372","TP","2017-02-01",64
"es-000142","TP","2017-02-01",30
"es-000157","TP","2017-02-01",26
"es-000158","TP","2017-02-01",25
"es-000159","TP","2017-02-01",27
"ew-00142","TP","2017-02-01",139
"ew-00144","TP","2017-02-01",12
"ew-00146","TP","2017-02-01",68
"ew-00147","TP","2017-02-01",124
"ew-00151","TP","2017-02-01",65
"gw-00257","TP","2017-02-01",19
"gw-00258","TP","2017-02-01",72
"gw-00263","TP","2017-02-01",58
"hbrc-00170","TP","2017-02-01",8
"hbrc-00171","TP","2017-02-01",34
"hbrc-00176","TP","2017-02-01",27
"hrc-00331","TP","2017-02-01",74
"hrc-00333","TP","2017-02-01",291
"hrc-00335","TP","2017-02-01",71
"hrc-00337","TP","2017-02-01",43
"lawa-100207","TP","2017-02-01",20
"lawa-100208","TP","2017-02-01",16
"lawa-101983","TP","2017-02-01",10
"lawa-102219","TP","2017-02-01",17
"lawa-102220","TP","2017-02-01",14
"lawa-102221","TP","2017-02-01",16
"lawa-102686","TP","2017-02-01",12
"nrc-00071","TP","2017-02-01",21
"nrc-00072","TP","2017-02-01",37
"nrc-00073","TP","2017-02-01",13
"nrc-00074","TP","2017-02-01",20
"nrc-00075","TP","2017-02-01",8
"nrc-00076","TP","2017-02-01",16
"nrc-00077","TP","2017-02-01",32
"nrc-00078","TP","2017-02-01",34
"nrc-00079","TP","2017-02-01",13
"nrc-00080","TP","2017-02-01",14
"nrc-00081","TP","2017-02-01",15
"nrc-00082","TP","2017-02-01",10
"nrc-00083","TP","2017-02-01",19
"nrc-00084","TP","2017-02-01",10
"nrc-00085","TP","2017-02-01",9
"nrc-00086","TP","2017-02-01",24
"nrc-00087","TP","2017-02-01",5
"nrc-00088","TP","2017-02-01",3
"nrc-00089","TP","2017-02-01",13
"nrc-00090","TP","2017-02-01",6
"nrc-00091","TP","2017-02-01",18
"nrc-00092","TP","2017-02-01",12
"nrc-00093","TP","2017-02-01",21
"nrc-00094","TP","2017-02-01",47
"nrc-00095","TP","2017-02-01",31
"nrc-00096","TP","2017-02-01",48
"orc-00027","TP","2017-02-01",25
"orc-00028","TP","2017-02-01",25
"orc-00031","TP","2017-02-01",15
"orc-00033","TP","2017-02-01",44
"orc-00034","TP","2017-02-01",20
"orc-00035","TP","2017-02-01",36.3
"orc-00036","TP","2017-02-01",52
"orc-00037","TP","2017-02-01",2.5
"orc-00038","TP","2017-02-01",5
"trc-00051","TP","2017-02-01",18
"trc-00051","TP","2017-02-01",32
"trc-00053","TP","2017-02-01",74
"trc-00053","TP","2017-02-01",53
"wcrc-00064","TP","2017-02-01",8
"arc-00098","TP","2018-02-01",13.5
"arc-00099","TP","2018-02-01",8
"arc-00100","TP","2018-02-01",4.5
"ebop-00087","TP","2018-02-01",11
"ebop-00090","TP","2018-02-01",16
